HorseName,Rank,HorseNum,Age,Weight,HorseWeight,Top1Win,Top2Win,Distance,S1F,Cornor3,G3F,Cornor4,HorseWin,HorseRankInTop2,HorseRankInTop3,Cutted,Male,Female,Good,Rain,Fog
코인피버,13,13,4,52,477,293.7,90.9,1400,14.8,38.4,51.2,57.7,0,0,0,1,0,0,1,0,0
가온매직,14,3,4,52,493,232.9,9.4,1400,13.8,36.5,49.4,55.9,0,0,0,0,1,0,1,0,0
톱시드,1,8,4,57,486,2.3,2.2,1700,13.9,63.2,71.1,78.3,1,1,1,1,0,0,0,0,1
금성에이스,2,5,4,52,496,23.3,3.5,1700,15.7,64.5,72,79.3,0,1,1,0,0,1,0,0,1
선더윈드,3,11,4,57,538,3.5,1.2,1700,14.4,63.1,71,78.3,0,0,1,0,1,0,0,0,1
명진데이,4,7,3,56,433,5.6,1.7,1700,14.4,64.1,72,79.4,0,0,0,0,1,0,0,0,1
케이엔원더풀,5,6,4,55,502,35.4,3.4,1700,14.2,63.8,71.7,78.9,0,0,0,1,0,0,0,0,1
파크윈,6,3,4,55,487,4.9,1.6,1700,13.9,63.9,71.8,79.1,0,0,0,0,1,0,0,0,1
선파이팅,7,4,4,51,478,327.4,43,1700,14.7,63.6,71.6,78.9,0,0,0,0,0,1,0,0,1
경부도령,8,10,4,51,463,212.8,5.4,1700,14,63.5,71.4,78.8,0,0,0,0,1,0,0,0,1
캡틴브라보,9,1,4,54,428,38.1,4.5,1700,14.8,64.7,72.6,79.8,0,0,0,1,0,0,0,0,1
킹오브이글,10,2,5,51,473,375.6,40.4,1700,14.4,64.5,72.4,79.9,0,0,0,1,0,0,0,0,1
에이피파텍,11,9,4,55.5,478,36.2,5.2,1700,14.5,64.1,72.1,79.8,0,0,0,0,1,0,0,0,1
한센초이스,12,12,4,52,471,58.7,14.6,1700,14.2,63.5,71.6,79.2,0,0,0,0,0,1,0,0,1
아이언삭스,1,2,4,55.5,476,1.2,1,1800,13.8,68.6,76,82.9,1,1,1,0,1,0,0,0,1
춘산,2,4,4,52,459,9.7,1.9,1800,14.7,70,77.6,84.8,0,1,1,0,0,1,0,0,1
문학킹,3,1,4,52.5,496,43.5,4.3,1800,14.2,69.1,76.5,83.5,0,0,1,1,0,0,0,0,1
바람을그리다,4,5,5,53.5,482,278.1,19.9,1800,13.9,68.7,76.1,83.1,0,0,0,0,1,0,0,0,1
프로함성,5,13,5,57,505,132.1,6.8,1800,14.7,70.4,77.9,84.9,0,0,0,1,0,0,0,0,1
돌아온뽀빠이,6,9,4,54.5,508,6.5,1.9,1800,14.6,69.7,77.1,84,0,0,0,1,0,0,0,0,1
황금럭키,7,11,4,52.5,538,160.1,3.3,1800,14.9,69.5,77,84.1,0,0,0,0,1,0,0,0,1
파노라마선,8,7,4,51,500,812.8,17.1,1800,14.3,69.2,76.8,83.8,0,0,0,1,0,0,0,0,1
리틀보이플래시,9,3,5,52,518,20.6,4,1800,14.4,69.4,76.8,83.8,0,0,0,1,0,0,0,0,1
멋진왕자,10,6,4,57.5,517,33.1,3.5,1800,14.3,69.6,77.1,84.4,0,0,0,0,1,0,0,0,1
소울리마제스틱,11,14,5,52,470,85.2,6.7,1800,14.3,70.3,78,85.2,0,0,0,0,0,1,0,0,1
미스터터너,12,12,6,56,475,162.6,8.3,1800,14.5,70.8,78.4,85.7,0,0,0,1,0,0,0,0,1
이천쌀,13,8,6,52.5,487,148.8,13.3,1800,13.9,69.2,76.9,84.1,0,0,0,1,0,0,0,0,1
케미블루,14,10,5,52,511,122.9,18,1800,14.3,69.2,77,84.7,0,0,0,0,1,0,0,0,1
라온퍼스트,1,10,4,51.5,446,4,2.4,1400,13,34.6,46.9,53.2,1,1,1,0,0,1,0,0,1
흥복드림,2,4,5,58,517,12.8,5.1,1400,13.8,36.2,47.9,54,0,1,1,1,0,0,0,0,1
골드해머,3,9,6,51,513,156.2,4.5,1400,14.5,37.3,48.9,54.8,0,0,1,0,1,0,0,0,1
대군제패,4,5,5,52.5,509,4.7,1.5,1400,13.5,35.8,47.7,54.1,0,0,0,0,1,0,0,0,1
갤럽컬린,5,3,5,54,506,5.5,1.5,1400,14.3,37.2,49.1,55.1,0,0,0,1,0,0,0,0,1
레전드스톰,6,12,4,52.5,525,8,2.4,1400,13.2,35,47.1,53.4,0,0,0,0,1,0,0,0,1
선더마크,7,11,5,56,515,12.9,5.1,1400,14.3,36.7,48.5,54.6,0,0,0,0,0,1,0,0,1
히비키,8,6,7,53,487,31.9,6.9,1400,13.4,35.5,47.4,53.8,0,0,0,1,0,0,0,0,1
빅이어,9,14,6,51,526,94.7,6.4,1400,13.7,35.7,47.6,53.8,0,0,0,0,0,1,0,0,1
세명기상,10,2,5,52,500,6.2,2.8,1400,13.1,35,47.1,53.5,0,0,0,0,1,0,0,0,1
맘보칸,11,13,6,51,486,223.2,18.8,1400,13.9,36.3,48.2,54.4,0,0,0,0,1,0,0,0,1
기동대장,12,8,6,51,502,156.2,44.2,1400,13.9,36.5,48.5,54.7,0,0,0,1,0,0,0,0,1
골든블랙,13,7,6,52,536,223.2,25.5,1400,13.9,36.8,49,55.1,0,0,0,1,0,0,0,0,1
크레이지팩터,14,1,6,52.5,520,10,4.5,1400,13,34.6,46.9,53.5,0,0,0,0,1,0,0,0,1
불의여왕,1,6,3,55,483,1.6,1.2,1200,13.4,24.2,36,42.1,1,1,1,0,0,1,0,1,0
성실머니,2,13,4,55,535,33.8,3.3,1200,14,25,36.5,42.5,0,1,1,0,0,1,0,1,0
스마트대보,3,7,3,55,446,27.4,11.3,1200,13.7,24.6,36.3,42.4,0,0,1,0,0,1,0,1,0
호크아리랑,4,4,5,55,490,62.1,12.6,1200,14.6,25.8,37.5,43.5,0,0,0,0,0,1,0,1,0
큐피드원더,5,11,3,55,453,90,24.2,1200,14.3,25.4,37.4,43.5,0,0,0,0,0,1,0,1,0
글로리칸,6,2,3,52,485,33.2,5.7,1200,13.7,24.9,36.7,42.8,0,0,0,0,0,1,0,1,0
프린세스삭스,7,9,3,55,453,3.8,1.1,1200,13.4,24,35.8,42,0,0,0,0,0,1,0,1,0
아라크투윈,8,8,3,55,458,86.1,30.4,1200,14.1,25,37,43,0,0,0,0,0,1,0,1,0
르루아블랑,9,5,4,55,461,16.3,2.7,1200,13.5,24.5,36.3,42.4,0,0,0,0,0,1,0,1,0
라온더최강,10,10,3,55,426,11,5.5,1200,13.5,24.4,36.1,42.4,0,0,0,0,0,1,0,1,0
남산초콜릿,11,12,3,55,447,42.4,5.7,1200,13.8,24.6,36.3,42.6,0,0,0,0,0,1,0,1,0
퍼펙트라이트,12,14,4,55,438,90,69.2,1200,14.9,26.5,38.1,44.2,0,0,0,0,0,1,0,1,0
지산꽃,13,1,3,55,424,116,35,1200,14.4,25.5,37.3,43.5,0,0,0,0,0,1,0,1,0
빅토리샘,14,3,3,55,455,35,1.9,1200,13.7,24.4,36.1,42.3,0,0,0,0,0,1,0,1,0
스카이망치,1,2,3,56,466,1.3,1.2,1300,13.6,30.7,43.3,49.6,1,1,1,1,0,0,0,0,1
플라잉인디,2,4,3,56,481,38.9,2.3,1300,14.4,32,44.5,50.8,0,1,1,0,1,0,0,0,1
비뢰킹,3,11,4,56,479,3.9,1.6,1300,14.1,31.3,43.9,50.2,0,0,1,1,0,0,0,0,1
신대로,4,7,4,56,473,9.1,1.3,1300,14.2,31.7,44.3,50.6,0,0,0,0,1,0,0,0,1
메인오브킹,5,3,3,56,449,53.8,4.3,1300,13.6,30.9,43.8,50.2,0,0,0,0,1,0,0,0,1
초인스파크,6,5,3,56,490,95.1,3.2,1300,13.7,30.7,43.4,49.6,0,0,0,0,1,0,0,0,1
울돌목영웅,7,8,3,56,432,448.5,57.5,1300,13.8,31.1,43.9,50.2,0,0,0,1,0,0,0,0,1
헤리티지,8,1,4,56,485,36.6,3.4,1300,13.9,30.9,43.5,49.9,0,0,0,0,1,0,0,0,1
천탑,9,10,3,54,471,392.4,31.4,1300,14.3,32,44.9,51.4,0,0,0,0,0,1,0,0,1
일여하여,10,9,6,54,481,413.1,10.2,1300,15.8,33.9,46.3,52.6,0,0,0,0,0,1,0,0,1
큐피드딕션,11,6,3,56,506,44.5,10.7,1300,14.6,32.8,45.3,51.8,0,0,0,0,1,0,0,0,1
록파이터,1,5,3,57,476,15.4,3.3,1300,13.6,30.4,42.2,48.4,1,1,1,0,1,0,0,1,0
라온샹젤리,2,2,3,55,473,2.1,1.4,1300,13.4,29.9,41.7,47.8,0,1,1,0,0,1,0,1,0
호크의영광,3,10,5,57,480,81.8,14.8,1300,13.9,30.8,42.7,48.9,0,0,1,1,0,0,0,1,0
비뢰킹,4,1,4,57,483,4.4,2.5,1300,13.7,30.6,42.6,48.8,0,0,0,1,0,0,0,1,0
그레이캣,5,7,3,57,448,7.6,1.4,1300,13.6,30.1,41.9,48.1,0,0,0,0,1,0,0,1,0
삼정타퍼즈,6,12,4,56,463,7,3.7,1300,13.9,30.8,42.8,49,0,0,0,1,0,0,0,1,0
모닝플래시,7,6,3,57,503,10.5,1.7,1300,14.1,31.2,43.1,49.6,0,0,0,0,1,0,0,1,0
송암플레이어,8,8,4,55,446,17.6,2.8,1300,14.2,31.7,43.5,49.9,0,0,0,0,0,1,0,1,0
정문최강,9,4,3,57,501,123.4,6.1,1300,14,30.8,42.9,49,0,0,0,0,1,0,0,1,0
거센파워,10,3,3,57,479,90.4,12.5,1300,13.6,30.3,42.5,48.9,0,0,0,0,1,0,0,1,0
센아이,11,11,3,57,517,292.6,47.6,1300,14,30.8,43,49.3,0,0,0,0,1,0,0,1,0
월드특급,12,9,4,57,476,116.3,14.3,1300,15.1,32.5,44.3,50.5,0,0,0,1,0,0,0,1,0
럭키월드,1,8,3,57,460,3.8,1.5,1200,13.8,24.7,36.7,42.8,1,1,1,0,1,0,0,1,0
블랙루키,2,9,3,55,464,2.4,1.5,1200,13.8,24.7,36.3,42.3,0,1,1,0,0,1,0,1,0
고고스타,3,7,3,55,455,4,1.3,1200,13.6,24.6,36.3,42.3,0,0,1,0,0,1,0,1,0
러닝넘버원,4,1,3,57,467,62.2,16.4,1200,14.1,25.4,37.7,43.9,0,0,0,0,1,0,0,1,0
마성천하,5,3,3,56,471,6.4,1.4,1200,13.7,24.8,36.8,43.3,0,0,0,0,1,0,0,1,0
과천신세계,6,4,3,55,469,34.8,5.4,1200,14.5,25.9,38,44.2,0,0,0,0,0,1,0,1,0
국향,7,6,3,55,469,8.9,1.5,1200,14.5,25.7,37.9,44.1,0,0,0,0,0,1,0,1,0
고속대박,8,5,3,55,455,306,48.4,1200,14.3,25.3,37.2,43.4,0,0,0,0,0,1,0,1,0
온리의꿈,9,2,3,57,496,104.7,16.6,1200,13.8,25.1,37.7,44.1,0,0,0,0,1,0,0,1,0
베스트탑,1,8,4,57,491,4.1,1.7,1400,14.1,37.8,49.9,55.8,1,1,1,0,1,0,0,1,0
허니버터바비,2,12,4,55,465,10.2,2,1400,13.8,37,49.1,55.3,0,1,1,0,0,1,0,1,0
페더럴아이,3,7,3,57,489,2.7,1.3,1400,14,37.3,49.3,55.3,0,0,1,0,1,0,0,1,0
그랜드스타,4,1,3,57,506,60.2,12.4,1400,13.9,37.1,49.3,55.4,0,0,0,0,1,0,0,1,0
소우주,5,4,3,57,490,15.1,4.9,1400,13.9,36.5,48.8,54.8,0,0,0,0,1,0,0,1,0
리턴밸리브리,6,5,3,57,494,88.2,6.9,1400,13.8,37.3,49.8,55.8,0,0,0,0,1,0,0,1,0
소중한골든,7,6,4,57,456,98.8,23,1400,14.1,37.7,49.9,56.1,0,0,0,1,0,0,0,1,0
라온더타이거,8,9,3,57,460,6.4,4.3,1400,13.5,36.5,48.8,54.7,0,0,0,1,0,0,0,1,0
사우스반,9,11,5,55,438,11.9,11.8,1400,14.1,38,50.4,56.6,0,0,0,0,0,1,0,1,0
스피드플라잉,10,2,5,55,480,14.7,2.4,1400,13.9,37.7,50.1,56.3,0,0,0,0,0,1,0,1,0
머니가락,11,10,3,57,432,127.7,21.1,1400,14.4,38,50.4,56.7,0,0,0,1,0,0,0,1,0
별빛보석,12,3,3,57,459,8.9,1.8,1400,13.4,36.4,48.7,54.7,0,0,0,0,1,0,0,1,0
파이널에이스,13,13,4,55,482,107.5,16.6,1400,14.4,38.4,50.8,57.1,0,0,0,0,0,1,0,1,0
퍼텐셜에너지,1,5,4,53,480,26.8,7.6,1400,13.8,36.6,48.7,54.9,1,1,1,0,0,1,0,1,0
운외창천,2,2,4,55,482,2.3,1.3,1400,13.7,36,48.2,54.5,0,1,1,0,0,1,0,1,0
사만다치타,3,3,3,54,468,6.5,2.1,1400,13.2,35.8,48,54.4,0,0,1,0,0,1,0,1,0
대승퀸,4,6,4,53,487,29.2,7.4,1400,14.3,37.4,49.4,55.5,0,0,0,0,0,1,0,1,0
새로운보배,5,4,5,54,458,35.5,5.3,1400,13.6,36.3,48.4,54.8,0,0,0,0,0,1,0,1,0
어바웃섬싱,6,9,4,52.5,461,29.4,4.2,1400,14.4,36.8,49,55.3,0,0,0,0,0,1,0,1,0
논스톱캣,7,11,3,54,452,29.6,2.4,1400,13.9,37.1,49.4,55.6,0,0,0,0,0,1,0,1,0
스페셜스토리,8,12,4,51,463,27.6,15.3,1400,13.5,36.5,48.8,55.1,0,0,0,0,0,1,0,1,0
그레이스퀸,9,10,4,54.5,447,3,1.3,1400,13.6,36.3,48.7,55.1,0,0,0,0,0,1,0,1,0
라오진,10,7,5,52,487,32.4,3.1,1400,13.3,36,48.2,54.8,0,0,0,0,0,1,0,1,0
라온블러드,11,1,4,54.5,487,16.5,7,1400,13.2,35.5,47.8,54.2,0,0,0,0,0,1,0,1,0
정성스타,12,8,4,55.5,486,260.3,55.7,1400,14.5,37.9,50,56.1,0,0,0,0,0,1,0,1,0
글로리번,13,14,6,52.5,479,300.9,86.2,1400,13.9,37.3,49.5,56,0,0,0,0,0,1,0,1,0
트루,14,13,4,52,458,38.5,10.1,1400,13.8,36.8,49.1,55.4,0,0,0,0,0,1,0,1,0
라온라이트맨,1,11,4,52,475,8,3.5,1200,13.3,23.9,35.7,41.7,1,1,1,1,0,0,0,1,0
티즈시티,2,8,5,54.5,487,3.1,1.5,1200,14,25.4,37.3,43.1,0,1,1,0,1,0,0,1,0
눈부신한센,3,7,4,51,475,20.2,4.4,1200,13.5,24.4,36.1,42.1,0,0,1,0,0,1,0,1,0
브라운로즈,4,13,6,52.5,437,99.4,8.6,1200,13.3,24.2,35.8,41.8,0,0,0,0,0,1,0,1,0
역대최고,5,5,5,52,523,190.8,21.6,1200,14.6,25.6,37.4,43.4,0,0,0,1,0,0,0,1,0
머니시장,6,9,4,52,466,7.6,2.4,1200,13.5,24.4,36.5,42.6,0,0,0,0,0,1,0,1,0
원더풀루비,7,6,5,51,475,34.4,4.1,1200,14,25.2,37.1,43.1,0,0,0,0,0,1,0,1,0
솔개바람,8,14,5,52,484,209.3,59.5,1200,14,25,36.7,42.6,0,0,0,0,0,1,0,1,0
버킷풀골드,9,1,5,53.5,498,3,1.6,1200,13.3,23.8,35.5,41.5,0,0,0,0,1,0,0,1,0
화이트코멧,10,2,5,53.5,509,36.8,5.7,1200,13.7,24.6,36.2,42.1,0,0,0,0,1,0,0,1,0
명왕,11,3,5,53,490,22.4,5.4,1200,13.5,24.2,35.8,41.8,0,0,0,1,0,0,0,1,0
송암티즈,12,12,4,53,478,8,2,1200,13.3,23.9,35.8,41.9,0,0,0,1,0,0,0,1,0
블레이드스톰,13,4,5,53.5,487,74.4,10.6,1200,13.7,24.6,36.2,42.2,0,0,0,1,0,0,0,1,0
샤이니파이어,14,10,4,52,468,41.4,5.6,1200,13.4,24.6,36.7,42.9,0,0,0,0,0,1,0,1,0
오클랜드삭스,1,4,4,57,500,6.3,2.3,1200,13.7,24.5,36.1,42,1,1,1,1,0,0,0,1,0
히든돌풍,2,9,3,58,499,4.8,1,1200,13.6,24.6,36.5,42.6,0,1,1,0,1,0,0,1,0
글로벌신화,3,12,3,55,488,5.4,2.7,1200,13.4,24.3,36,42,0,0,1,0,1,0,0,1,0
그린질주,4,1,3,52,468,22.2,10.8,1200,13.4,24,35.5,41.5,0,0,0,0,0,1,0,1,0
최고레이스,5,14,3,52.5,489,126.4,18.3,1200,14.3,25.2,37,43,0,0,0,0,1,0,0,1,0
파인로드,6,13,3,56,558,2.6,1.6,1200,13.6,24.5,36.2,42.3,0,0,0,0,1,0,0,1,0
몬스터케이,7,7,3,52,489,253.8,13.4,1200,14.1,25,36.5,42.6,0,0,0,1,0,0,0,1,0
핑크번개,8,10,4,51,458,55.8,6.5,1200,14.3,25.5,37.3,43.5,0,0,0,0,0,1,0,1,0
축복의약속,9,2,4,53,542,29,41.3,1200,14.3,25.8,37.6,43.6,0,0,0,0,1,0,0,1,0
도깨비,10,8,3,52.5,487,8.2,2,1200,13.7,24.9,36.6,42.8,0,0,0,1,0,0,0,1,0
마이로미오,11,3,4,52,487,147.3,28.6,1200,14,25.4,37.2,43.3,0,0,0,1,0,0,0,1,0
스파이스타워,12,11,3,52.5,471,16.8,6.7,1200,13.4,24.1,35.7,41.7,0,0,0,0,1,0,0,1,0
투어링라니,13,6,3,52,511,305.8,90.5,1200,14.5,26.3,38.5,44.7,0,0,0,0,1,0,0,1,0
문학슬루,14,5,3,52.5,477,295.7,8.5,1200,15.5,26.9,39.2,45.7,0,0,0,0,1,0,0,1,0
카빙크로스,1,4,4,51.5,490,2,2.4,1800,13.6,67.4,75,82,1,1,1,0,1,0,0,1,0
해들뫼,2,9,5,52.5,526,6.4,3,1800,14.5,68.6,76.1,83.3,0,1,1,1,0,0,0,1,0
구름손짓해,3,6,6,52.5,481,163.9,67.3,1800,13.6,67,74.6,81.8,0,0,1,1,0,0,0,1,0
정문사이,4,3,5,54,544,18.5,2.7,1800,14.3,68.4,75.9,83.1,0,0,0,0,1,0,0,1,0
우아륭,5,1,4,52,495,6.8,1.4,1800,13.9,68,75.5,82.7,0,0,0,0,0,1,0,1,0
머니지프,6,7,6,52,478,196.3,55.7,1800,14.3,68,75.5,82.7,0,0,0,1,0,0,0,1,0
스피드황룡,7,2,6,52,496,107,6.1,1800,14.5,68.3,75.9,83.1,0,0,0,1,0,0,0,1,0
룰브레이커,8,5,5,53,502,28.8,12.6,1800,13.9,67.7,75.2,82.3,0,0,0,0,1,0,0,1,0
뉴문워리어,9,14,4,52,475,5.2,1.2,1800,14.7,68.6,76.1,83.4,0,0,0,1,0,0,0,1,0
천괴성,10,13,5,55.5,491,81.2,25.2,1800,13.9,69.6,77.4,84.7,0,0,0,1,0,0,0,1,0
에이스솔롱고,11,12,5,51,459,130.4,26.8,1800,13.9,67.6,75.2,82.4,0,0,0,0,0,1,0,1,0
원더풀마리아,12,10,5,54,477,98.1,14.6,1800,13.8,68,75.5,82.8,0,0,0,0,0,1,0,1,0
금아애크미,13,11,5,54,488,17.1,1.9,1800,14.2,70.9,78.4,85.7,0,0,0,0,1,0,0,1,0
매직레코드,1,12,3,54.5,480,6,1.7,1200,13.5,24.3,36.1,42.2,1,1,1,0,0,1,0,1,0
실버드래곤,2,3,5,57,481,23.9,4.8,1200,14.4,25.7,37.4,43.3,0,1,1,1,0,0,0,1,0
김천영웅,3,7,3,56.5,480,39.1,7.1,1200,13.5,24.5,36.2,42.4,0,0,1,0,1,0,0,1,0
불의가속,4,9,3,55.5,436,4.3,1.4,1200,13.4,24.2,36,42.1,0,0,0,1,0,0,0,1,0
컴플리트아너,5,11,3,56.5,497,2.7,1.4,1200,13.7,24.7,36.6,42.7,0,0,0,0,1,0,0,1,0
홀리데이참,6,14,3,56.5,464,5.6,2,1200,13.8,24.9,37,43.1,0,0,0,0,1,0,0,1,0
젊은영웅,7,10,3,56.5,469,73.3,33.8,1200,14.1,25.4,37.4,43.6,0,0,0,0,1,0,0,1,0
베스트포스,8,2,4,57,445,52.7,12,1200,13.8,25.6,37.6,43.9,0,0,0,1,0,0,0,1,0
스톰워리어,9,1,3,56.5,483,23.3,8,1200,14,25.9,38,44.1,0,0,0,1,0,0,0,1,0
티즈파이팅,10,5,3,56.5,466,13.8,4.1,1200,13.8,24.9,36.7,42.8,0,0,0,0,1,0,0,1,0
데스크탑,11,8,3,56.5,468,15.2,2.9,1200,13.5,24.5,36.3,42.5,0,0,0,0,1,0,0,1,0
엔에스미래,12,4,3,53.5,478,114.7,26.2,1200,13.8,25.1,37,43.3,0,0,0,0,1,0,0,1,0
천문,13,13,3,56.5,467,125.7,33.2,1200,13.5,24.5,36.3,42.6,0,0,0,0,1,0,0,1,0
은혜가득,14,6,3,56.5,425,91.6,49.8,1200,14.1,25.9,38.2,44.4,0,0,0,0,1,0,0,1,0
쇼메이커,1,1,3,54.5,447,9.1,1.8,1200,13.3,24.4,36.3,42.3,1,1,1,0,0,1,0,1,0
케이엔메니퀸,2,12,3,54.5,489,1.7,1.3,1200,13.7,24.7,36.6,42.7,0,1,1,0,0,1,0,1,0
최강블랙,3,14,3,54.5,464,7.2,1.9,1200,13.9,24.9,36.7,42.7,0,0,1,0,0,1,0,1,0
베스트천상,4,10,3,54.5,455,6.7,1.5,1200,13.3,24.5,36.4,42.4,0,0,0,0,0,1,0,1,0
원더풀금성,5,8,3,54.5,459,125.9,31.2,1200,14.5,26.1,38,44.1,0,0,0,0,0,1,0,1,0
화려한강산,6,5,3,51.5,434,94.6,22.6,1200,14,25.5,37.6,43.9,0,0,0,0,0,1,0,1,0
글로벌천사,7,9,3,54.5,467,6.6,2.1,1200,13.8,24.9,37.1,43.4,0,0,0,0,0,1,0,1,0
금국화,8,13,3,54.5,460,261.2,10.6,1200,13.8,24.6,36.4,42.4,0,0,0,0,0,1,0,1,0
토루크막토,9,3,3,54.5,471,186.6,21.7,1200,14.1,26.3,38.4,44.3,0,0,0,0,0,1,0,1,0
런투골,10,6,3,54.5,438,55.3,19.1,1200,13.5,24.6,36.6,42.8,0,0,0,0,0,1,0,1,0
다울사랑,11,4,3,54.5,459,409.8,96.5,1200,14.5,26.6,39.4,45.6,0,0,0,0,0,1,0,1,0
임페리얼데이,12,11,3,54.5,484,229.7,59.6,1200,13.8,25.3,37.7,44.1,0,0,0,0,0,1,0,1,0
해피드림,13,7,3,54.5,430,43.2,3.7,1200,13.8,24.7,38.3,45.5,0,0,0,0,0,1,0,1,0
회두령,1,12,3,56.5,485,8.1,1.3,1300,13.5,30.1,42.2,48.7,1,1,1,0,1,0,0,0,1
큐피드불릿,2,8,3,56.5,464,5,2,1300,13.3,29.6,42,48.6,0,1,1,1,0,0,0,0,1
탑퀄리티,3,11,3,56.5,479,8.7,1.4,1300,13.4,29.7,42.1,48.6,0,0,1,0,1,0,0,0,1
샤인뮤직,4,3,4,55,434,46,10,1300,13.7,30.9,42.9,49.1,0,0,0,0,0,1,0,0,1
천마투데이,5,5,3,54.5,444,1.5,1.2,1300,13.3,30.1,42.2,48.8,0,0,0,0,0,1,0,0,1
보디가드,6,6,3,56.5,481,48.9,3.4,1300,13.6,30.5,42.6,49.1,0,0,0,0,1,0,0,0,1
아이스스타,7,2,3,52.5,475,91.8,13.3,1300,13.4,30.7,42.8,49.1,0,0,0,1,0,0,0,0,1
천둥세자,8,4,3,56.5,456,56.8,8.2,1300,13.4,30.5,42.5,48.9,0,0,0,0,1,0,0,0,1
베스트실버,9,7,4,57,491,141.5,14,1300,14,31.1,43.3,49.6,0,0,0,1,0,0,0,0,1
옥동공주,10,14,3,54.5,478,35.1,10.3,1300,14,31.3,43.5,49.8,0,0,0,0,0,1,0,0,1
정문스타,11,9,3,56.5,439,62.8,18.8,1300,13.3,30.2,42.4,48.9,0,0,0,0,1,0,0,0,1
마이리더,12,10,3,53.5,452,114.4,19.9,1300,14.4,31.8,43.9,50.3,0,0,0,0,1,0,0,0,1
클라우터,13,1,3,56.5,446,86.9,24.3,1300,13.9,31.2,43.3,49.4,0,0,0,1,0,0,0,0,1
빅포켓,14,13,3,56.5,479,137.2,30.4,1300,14,31.8,44.2,51,0,0,0,1,0,0,0,0,1
어서와,1,5,3,56,466,2.9,1.4,1400,14,37.2,50.1,56.7,1,1,1,0,1,0,0,1,0
흑룡가무,2,3,3,56,486,10.9,1.8,1400,14.9,38.3,51,57.4,0,1,1,1,0,0,0,1,0
고웰,3,2,4,56,475,11.5,2.1,1400,14.2,37.7,50.4,56.9,0,0,1,0,1,0,0,1,0
최강장산,4,1,3,56,502,3.3,1.4,1400,13.9,37.2,50.1,56.8,0,0,0,1,0,0,0,1,0
원퍼트,5,10,4,56,480,62.1,8.9,1400,15.8,39.7,52.1,58.3,0,0,0,1,0,0,0,1,0
사우스반,6,6,5,54,450,21.9,3.9,1400,14.1,37.7,50.4,56.9,0,0,0,0,0,1,0,1,0
질주대로,7,11,3,56,439,3.4,1.6,1400,13.7,37,49.9,56.5,0,0,0,1,0,0,0,1,0
모닝뉴스,8,4,3,54,462,35.9,11.1,1400,14.8,38.5,51.3,57.6,0,0,0,0,0,1,0,1,0
에이원킹,9,9,5,56,488,136.2,18.1,1400,14.5,38,50.6,57.2,0,0,0,0,1,0,0,1,0
런히어로,10,8,3,56,484,34.5,6.9,1400,14.2,38.3,51.3,57.7,0,0,0,0,1,0,0,1,0
월드특급,11,7,4,56,492,282.1,33.5,1400,14.1,37.5,50.6,57.5,0,0,0,1,0,0,0,1,0
파워뮤직,1,6,4,55,477,6.2,1.9,1400,13.9,36.3,48.5,54.8,1,1,1,0,0,1,0,0,1
이터널메모리,2,1,4,57,469,9.5,1.5,1400,13.8,36.7,48.6,54.8,0,1,1,1,0,0,0,0,1
에이스프린스,3,9,3,56.5,484,2.4,1.6,1400,13.5,36,48.2,54.5,0,0,1,0,1,0,0,0,1
원더풀오렌지,4,10,4,55,467,37.3,4.8,1400,13.5,35.8,48.2,54.5,0,0,0,0,0,1,0,0,1
아델나래,5,12,3,56.5,501,18,2.6,1400,13.5,35.5,47.7,54.2,0,0,0,0,1,0,0,0,1
챔피언가문,6,5,3,52.5,476,3.9,2.8,1400,13.4,35.5,47.6,54.1,0,0,0,0,1,0,0,0,1
원더풀파워,7,4,4,57,494,10.5,2.9,1400,14,36.8,49.2,55.3,0,0,0,0,1,0,0,0,1
금아스위프트,8,3,3,56.5,499,13.4,2.9,1400,14.1,37,49.2,55.5,0,0,0,0,1,0,0,0,1
삼상,9,8,3,54.5,468,88.9,29.8,1400,14.2,37.3,49.5,55.7,0,0,0,0,0,1,0,0,1
상승행진,10,2,3,56.5,462,96.1,21.3,1400,14.5,37.3,49.5,55.7,0,0,0,0,1,0,0,0,1
컬러즈온리,11,7,4,52,464,45.9,12.5,1400,13.6,36.4,48.6,55.1,0,0,0,0,0,1,0,0,1
리드보컬,1,12,3,54.5,493,9.7,2.1,1400,13.3,35.4,47.6,53.9,1,1,1,0,0,1,0,0,1
레드파인,2,1,4,55,483,3.8,1.3,1400,13.5,36.1,48.4,54.8,0,1,1,0,0,1,0,0,1
테이크하트,3,5,3,54.5,451,7.4,1.5,1400,13.5,36,48.5,55,0,0,1,0,0,1,0,0,1
아침함성,4,7,3,54.5,445,23.8,4.5,1400,14,36.3,48.7,55.2,0,0,0,0,0,1,0,0,1
브이퀸,5,6,3,54.5,470,19.8,4.8,1400,14,37.2,49.5,55.8,0,0,0,0,0,1,0,0,1
스틸더패션,6,11,3,54.5,501,2.4,1.9,1400,13.5,35.8,48.3,54.7,0,0,0,0,0,1,0,0,1
위닝메이커,7,10,3,54.5,468,142.3,59.1,1400,13.8,36.7,49.3,55.7,0,0,0,0,0,1,0,0,1
런던히트,8,3,4,55,486,10.3,3,1400,13.4,35.7,48,54.5,0,0,0,0,0,1,0,0,1
본투글로리,9,2,4,55,488,36,11.5,1400,14.3,37.3,49.8,56.2,0,0,0,0,0,1,0,0,1
